SYMBOL,DESCRIPTION,IBKR SYMBOL,CURRENCY,PRODUCT,REGION,EXCHANGE
"CDTR","UBS ETF CMCI COM TRAN USD A","CDTR","GBP","ETF","IE","LSE"
"CE2D","AMUNDI MSCI EUR UCITS DR- D","CE2D","GBP","ETF","LU","LSE"
"CEG2","AMUNDI MSCI EUROPE UCITS DR","CEG2","GBP","ETF","LU","LSE"
"CEU2","AMUNDI MSCI EUROPE UCITS DR","CEU2","USD","ETF","LU","LSE"
"CEUR","AMUNDI MSCI EU ESG BROAD CTB","CEUR","GBP","ETF","LU","LSE"
"CG1","AMUNDI ETF DAX UCITS ETF DR","CG1","GBP","ETF","FR","LSE"
"CH5","AMUNDI ETF MSCI EUROPE HEALT","CH5","GBP","ETF","FR","LSE"
"CHGB","WT SHORT CHF LONG GBP","CHGB","GBP","ETF","JE","LSE"
"CHIP","AMUNDI MSCI SEMICONDUCTORS E","SEMU","USD","ETF","LU","LSE"
"CHTE","UBS ETF CHINA TECH USD ACC","CHTE","GBP","ETF","LU","LSE"
"CI2G","AMUNDI MSCI INDIA","CI2G","GBP","ETF","LU","LSE"
"CI2U","AMUNDI MSCI INDIA","CI2U","USD","ETF","LU","LSE"
"CIRC","RIZE CIRCULAR ECONOMY ETF","CIRC","GBP","ETF","IE","LSE"
"CJ1P","AMUNDI MSCI J ESG AMB CTB","CJ1P","GBP","ETF","LU","LSE"
"CLIM","AM GL AGG GREEN BOND-ETF A","CLIM","GBP","ETF","LU","LSE"
"CLMU","AM GL AGG GREEN BOND-ETF A","CLMU","USD","ETF","LU","LSE"
"CMBG","UBS ETC ON CMCI BCOM MLY GBP","CMBG","GBP","ETF","CH","LSE"
"CMBU","UBS ETC ON CMCI BCOM USD","CMBU","USD","ETF","CH","LSE"
"CMCI","UBS ETC COMPOSITE USD","CMCI","USD","ETF","CH","LSE"
"CMCU","UBS ETC CMCI COMPOSITE USD","CMCU","USD","ETF","CH","LSE"
"CMGB","UBS ETC CMCI COMP MNTHLY GBP","CMGB","GBP","ETF","CH","LSE"
"CMGG","UBS ETC ON CMCI GSCI MLY GBP","CMGG","GBP","ETF","CH","LSE"
"CMGU","UBS ETC ON CMCI GSCI USD","CMGU","USD","ETF","CH","LSE"
"CMU","AMUNDI MSCI EMU ESG LEADERS","CMU","GBP","ETF","LU","LSE"
"CNAA","AMUNDI MSCI CHINA A UCITS ET","CNAA","USD","ETF","FR","LSE"
"CNAL","AMUNDI MSCI CHINA A UCITS ET","CNAL","GBP","ETF","FR","LSE"
"CNEG","AM MSCI CH ESG LEAD SELECT C","CNEG","GBP","ETF","LU","LSE"
"CNEU","AM MSCI CH ESG LEAD SELECT C","CNEU","USD","ETF","LU","LSE"
"CNSG","UBS ETF MSCI CHINA ESG USDD","CNSG","GBP","ETF","LU","LSE"
"CNUA","UBS ETF MSCI CHINA A USD ACC","CNUA","GBP","ETF","IE","LSE"
"COCO","WT COCOA","COCO","USD","ETF","JE","LSE"
"COFF","WT COFFEE","COFF","USD","ETF","JE","LSE"
"COFU","UBS ETC ON CMCI COFFEE USD","COFU","USD","ETF","CH","LSE"
"COMG","AM BB EQ-W COM EX-AGRI-ETF A","COMG","GBP","ETF","LU","LSE"
"COMU","AM BB EQ-W COM EX-AGRI-ETF A","COMU","USD","ETF","LU","LSE"
"COPA","WT COPPER","COPA","USD","ETF","JE","LSE"
"COPB","WT COPPER","COPB","GBP","ETF","JE","LSE"
"CORN","WT CORN","CORN","USD","ETF","JE","LSE"
"CORU","UBS ETC ON CMCI CORN USD","CORU","USD","ETF","CH","LSE"
"COTN","WT COTTON","COTN","USD","ETF","JE","LSE"
"COUK","LYXOR IBOXX LQD CORP LNG","COUK","GBP","ETF","LU","LSE"
"CP9G","AMUNDI MSCI PAC EXJ SRI PA-C","CP9G","GBP","ETF","LU","LSE"
"CP9U","AMUNDI MSCI PAC EXJ SRI PA-C","CP9U","USD","ETF","LU","LSE"
"CRPX","AM EUR CO BD PAB NZ AM-ETF A","CRPX","GBP","ETF","LU","LSE"
"CRUD","WT WTI CRUDE OIL","CRUD","USD","ETF","JE","LSE"
"CRUP","WT WTI CRUDE OIL","CRUP","GBP","ETF","JE","LSE"
"CS1","AMUNDI IBEX 35 UCITS ACC","CS1","GBP","ETF","FR","LSE"
"CSH2","LYXOR SMART CASH","CSH2","GBP","ETF","LU","LSE"
"CSHD","AMUND EURO OVERNIGHT RETURN","CSHD","USD","ETF","FR","LSE"
"CSWG","AMUNDI ETF MSCI SWITZERLAND","CSWG","GBP","ETF","LU","LSE"
"CSWU","AMUNDI ETF MSCI SWITZERLAND","CSWU","USD","ETF","LU","LSE"
"CU2G","AMUNDI PEA MSCI USA ESG LEAD","CU2G","GBP","ETF","LU","LSE"
"CU2U","AMUNDI PEA MSCI USA ESG LEAD","CU2U","USD","ETF","LU","LSE"
"CW8G","AMUNDI MSCI WORLD UCITS-USD","CW8G","GBP","ETF","LU","LSE"
"CW8U","AMUNDI MSCI WORLD UCITS-USD","CW8U","USD","ETF","LU","LSE"
"CWEUSD","AMUN GL B ESG UCIT ETF-USD C","CWEU","USD","ETF","LU","LSE"
"CXAD","UBS ETC ON CMCI XAL CAPPED","CXAD","USD","ETF","CH","LSE"
"CXAP","UBS ETF CMCI EX AGRI USD","CXAP","GBP","ETF","IE","LSE"
"CXAS","UBS ETC ON CMCI XAL CAP GBP","CXAS","GBP","ETF","CH","LSE"
"CYBP","RIZE CYBERSECURITY UCITS ETF","CYBP","GBP","ETF","IE","LSE"
"CYBR","RIZE CYBERSECURITY UCITS ETF","CYBR","USD","ETF","IE","LSE"
"CYCL","RIZE CIRCULAR ECONOMY ETF","CYCL","USD","ETF","IE","LSE"
"DAXX","AMUNDI DAX III-ETF ACC","DAXX","GBP","ETF","LU","LSE"
"DIGE","AMUNDI MSCI DIGITAL ECONOMY","DIGE","USD","ETF","LU","LSE"
"DJEL","LYXOR DJ INDUSTRIAL AVERAG","DJEL","GBP","ETF","FR","LSE"
"DJEU","LYXOR DJ INDUSTRIAL AVERAG","DJEU","USD","ETF","FR","LSE"
"DSUS","AMUNDI US TREASURY 10Y DAILY","DSUS","USD","ETF","FR","LSE"
"DTEC","LYXOR MSCI DISR TECH ESG","DTEC","GBP","ETF","LU","LSE"
"E127","AM MSCI EM MARKETS II-ETF D","E127","GBP","ETF","LU","LSE"
"E50EUAEUR","UBS ETF EURO STOXX 50","UB00","EUR","ETF","LU","LSE"
"EABE1","AMUNDI MSCI EUROPE PAB NET Z","EABE","GBP","ETF","LU","LSE"
"EAHG","AMUN MSCI EMU SRI GBP-C","EAHG","GBP","ETF","LU","LSE"
"EART","AM EURO GOV GREEN BD-ETF A","EART","GBP","ETF","LU","LSE"
"EBUY","AMUNDI MSCI DIGITAL ECONOMY","EBUY","GBP","ETF","LU","LSE"
"ECRP","AMUNDI INDEX EURO CORPORATE","ECRP","GBP","ETF","LU","LSE"
"EDIV","AM S&amp;P EU ZONE DVD AR ESG-EA","EDIV","GBP","ETF","LU","LSE"
"EGOG","UBS ETF GL GOV ESG LIQ HGBPD","EGOG","GBP","ETF","LU","LSE"
"EGOV","UBS ETF GL GOV ESG LIQ ACC","EGOV","GBP","ETF","LU","LSE"
"ELCR","LYXOR MSCI FUTURE MOBILITY","ELCR","GBP","ETF","LU","LSE"
"ELLE","LYXOR GLOB GENDER EQL UCITS","ELLE","USD","ETF","LU","LSE"
"EMIG","UBS ETF EMIG ESG USD ACC","EMIG","GBP","ETF","LU","LSE"
"EMLO","UBS ETF EM MF ENH L CCY BOND","EMLO","GBP","ETF","LU","LSE"
"EMMUSAUSD","UBS ETF MSCI EMERG. MARKETS","UB30","USD","ETF","LU","LSE"
"EMXC","AM MSCI EMERG EX CHINA-ETF A","EMXC","USD","ETF","LU","LSE"
"EMXG","AM MSCI EX CHINA ESG SELECT","EMXG","GBP","ETF","LU","LSE"
"EMXU","AM MSCI EX CHINA ESG SELECT","EMXU","USD","ETF","LU","LSE"
"ENEF","WT ENERGY LONGER DATED","ENEF","USD","ETF","JE","LSE"
"ENGB","UBS ETC ON CMCI ENERGY GBP","ENGB","GBP","ETF","CH","LSE"
"ENRU","UBS ETC CMCI ENERGY USD","ENRU","USD","ETF","CH","LSE"
"EPAB","AM S&amp;P EZONE N ZERO AM-ETF A","EPAB","USD","ETF","LU","LSE"
"EPRA","AMUNDI ETF FTSE EPRA GL UCTS","EPRA","GBP","ETF","LU","LSE"
"ESDG","AMUNDI MSCI EUROPE SRI P-D","ESDG","GBP","ETF","LU","LSE"
"ESDU","AMUNDI MSCI EUROPE SRI P-D","ESDU","USD","ETF","LU","LSE"
"ESGL","AM MSCI EU ESG LEAD-ETF A","ESGL","GBP","ETF","LU","LSE"
"ESRG","AMUNDI MSCI EUROPE SRI P-A","ESRG","GBP","ETF","LU","LSE"
"ESRU","AMUNDI MSCI EUROPE SRI P-A","ESRU","USD","ETF","LU","LSE"
"ETHC","21SHARES CORE ETHEREUM ETP","CETU","USD","ETF","CH","LSE"
"ETHC","21SHARES CORE ETHEREUM ETP","ETHC","GBP","ETF","CH","LSE"
"EUFM","UBS ETF EMU SEL FACTOR MIX","EUFM","GBP","ETF","LU","LSE"
"EUGBPA","UBS ETF MSCI EMU H.GBP A ACC","UB0E","GBP","ETF","LU","LSE"
"EUGBPD","UBS ETF MSCI EMU H.GBP A DIS","UB0F","GBP","ETF","LU","LSE"
"EUP3","WT LONG EUR SHORT GBP 3X DLY","EUP3","GBP","ETF","JE","LSE"
"EUPA","OSS SHL GLB CAPE","5OGU","USD","ETF","LU","LSE"
"EUSR","UBS ETF MSCI EMU SRI GBPHDIS","EUSR","GBP","ETF","LU","LSE"
"FAGR","WT AGRICULTURE LONGER DATED","FAGR","USD","ETF","JE","LSE"
"FAIG","WT BROAD COMMOD LONGER DATED","FAIG","USD","ETF","JE","LSE"
"FBRT","WT BRENT CRUDE LONGER DATED","FBRT","USD","ETF","JE","LSE"
"FCRU","WT WTI CRUDE LONGER DATED","FCRU","USD","ETF","JE","LSE"
"FEDF","AM FED FUNDS US D CASH-ETF A","FEDF","USD","ETF","LU","LSE"
"FEDG","AM FED FUNDS US D CASH-ETF A","FEDG","GBP","ETF","LU","LSE"
"FIND","WT INDUS METALS LONGER DATED","FIND","USD","ETF","JE","LSE"
"FINW","AM MSCI WORLD FIN-ETF USD A","FINW","USD","ETF","LU","LSE"
"FOGB","RIZE SUST FT OF FD UCITS ETF","FOGB","GBP","ETF","IE","LSE"
"FOOD","RIZE SUST FT OF FD UCITS ETF","FOOD","USD","ETF","IE","LSE"
"FT1K","AMUNDI MSCI UK IMI SRI GBP-C","FT1K","GBP","ETF","LU","LSE"
"GAGG","AMUNDI INDEX SOLUTIONS - AMU","GAGG","GBP","ETF","LU","LSE"
"GAGU","AMUNDI INDEX SOLUTIONS - AMU","GAGU","USD","ETF","LU","LSE"
"GBCH","WT LONG CHF SHORT GBP","GBCH","GBP","ETF","JE","LSE"
"GBJP","WT LONG JPY SHORT GBP","GBJP","GBP","ETF","JE","LSE"
"GBS","GOLD BULLION SECURITIES LTD","GBS","USD","ETF","JE","LSE"
"GBSP","WT PHYSICAL GOLD-GBP DLY HDG","GBSP","GBP","ETF","JE","LSE"
"GBSS","GOLD BULLION SECURITIES LTD","GBSS","GBP","ETF","JE","LSE"
"GBUR","WT LONG EUR SHORT GBP","GBUR","GBP","ETF","JE","LSE"
"GBUS","WT LONG USD SHORT GBP","GBUS","GBP","ETF","JE","LSE"
"GCGB","UBS ETC ON CMCI GOLD MLY GBP","GCGB","GBP","ETF","CH","LSE"
"GCSG","AM GL CORP SRI 1-5 Y H GBP C","GCSG","GBP","ETF","LU","LSE"
"GEND","LYXOR GLOB GENDER EQL UCITS","GEND","GBP","ETF","LU","LSE"
"GENDEG","UBS ETF GL GEN EQ HDG GBP","GENG","GBP","ETF","IE","LSE"
"GENE","UBS ETF GL GENDER EQ USD","GENE","GBP","ETF","IE","LSE"
"GENY","LYXOR MSCI MILLENIALS ESG","GENY","USD","ETF","LU","LSE"
"GGOV","AMUNDI JP MRG GBI GLOB GOV","GGOV","GBP","ETF","LU","LSE"
"GHYU","LYXOR GL HI YLD SUST EXPO","GHYU","USD","ETF","LU","LSE"
"GIL5","AM UK GOV BD 0-5Y-ETF D","GIL5","GBP","ETF","LU","LSE"
"GILI","AM UK GOVT INF-LNKD BD-ETF D","GILI","GBP","ETF","LU","LSE"
"GILS","AM UK GOVERNMENT BOND-ETF D","GILS","GBP","ETF","LU","LSE"
"GISG","AM G GOV ILB 1-10Y-ETF G HD","GISG","GBP","ETF","LU","LSE"
"GIST","AM GL GOV ILB 1-10Y-ETF DIST","GIST","USD","ETF","LU","LSE"
"GLCO","UBS ETF GL LIQ CORP SUS HGBP","GLCO","GBP","ETF","LU","LSE"
"GLDA","AMUNDI PHYSICAL GOLD ETC","GLDA","GBP","ETF","IE","LSE"
"GLDD","AMUNDI PHYSICAL GOLD ETC","GLDD","USD","ETF","IE","LSE"
"GLDU","UBS ETC CMCI GOLD USD","GLDU","USD","ETF","CH","LSE"
"GLDW","WISDOMTREE CORE PHYSICAL GLD","GLDW","GBP","ETF","JE","LSE"
"GOLB","MRKT ACES NYSE ARCA GLD BUGS","GOLB","GBP","ETF","LU","LSE"
"GOUD","AM GLOB GOV BOND II-ETF DIST","GOUD","USD","ETF","LU","LSE"
"GOVD","AM GLOB GOV BOND II-ETF DIST","GOVD","GBP","ETF","LU","LSE"
"GOVG","AMUNDI JP MRG GBI GL GV-GBPH","GOVG","GBP","ETF","LU","LSE"
"GOVU","AMUNDI JP MRG GBI GLOB GOV","GOVU","USD","ETF","LU","LSE"
"HEAT","WT HEATING OIL","HEAT","USD","ETF","JE","LSE"
"HLTW","AM MSCI WRLD H CARE-ETF USDA","HLTW","USD","ETF","LU","LSE"
"HOGS","WT LEAN HOGS","HOGS","USD","ETF","JE","LSE"
"ICHN","ISHARES MSCI CHINA USD ACC","0AC7","USD","ETF","IE","LSE"
"INDU","WT INDUSTRIAL METALS","INDU","GBP","ETF","JE","LSE"
"INFB","AM US INF EXP 10Y-ETF GBP HD","INFB","GBP","ETF","LU","LSE"
"INFG","AM US INFLN EXP 10Y-ETF ACC","INFG","GBP","ETF","LU","LSE"
"INFL","AM EURO INFL EXP 2-10Y-ETF A","INFL","GBP","ETF","LU","LSE"
"INFU","AM US INFLN EXP 10Y-ETF ACC","INFU","USD","ETF","LU","LSE"
"INMG","UBS ETC ON CMCI IND METALS","INMG","GBP","ETF","CH","LSE"
"INMU","UBS ETC CMCI IND. METALS USD","INMU","USD","ETF","CH","LSE"
"INRL","LYXOR MSCI INDIA","INRL","GBP","ETF","FR","LSE"
"IQCY","AMUNDI MSCI SMART CITIES ESG","IQCY","GBP","ETF","LU","LSE"
"JARG","AM I MSCI JAP SRI PAB G D","JARG","GBP","ETF","LU","LSE"
"JARI","AMUN MSCI JAPAN SRI PAB","JARI","GBP","ETF","LU","LSE"
"JPGB","WT SHORT JPY LONG GBP","JPGB","GBP","ETF","JE","LSE"
"JPGBPD","UBSETF MSCI JAPAN H.GBP ADIS","UB0D","GBP","ETF","LU","LSE"
"JPHG","AMUNDI JPX-NIKKEI 400 UCITS","JPHG","GBP","ETF","LU","LSE"
"JPHU","AMUNDI JPX-NIKKEI 400 UCITS","JPHU","USD","ETF","LU","LSE"
"JPNL","AMUNDI JAPAN TOPIX DIST EUR","JPNL","GBP","ETF","FR","LSE"
"JPNU","AMUNDI JAPAN TOPIX DIST EUR","JPNU","USD","ETF","FR","LSE"
"JPSR","UBS ETF MSCI JAPAN SRI","JPSR","GBP","ETF","LU","LSE"
"JPX4","AMUN MSCI JAPAN SRI PAB","JPX4","USD","ETF","LU","LSE"
"JPXU","AMUNDI INDEX MSCI JAPAN SRI","JPXU","USD","ETF","LU","LSE"
"JPXX","AMUN IND MSCI JAPAN SRI PAB","JPXX","GBP","ETF","LU","LSE"
"JT13","UBS ETF BBG JAPAN TRES 1-3","JT13","GBP","ETF","LU","LSE"
"KLMG","AM GL AGG GREEN BOND-ETF GHD","KLMG","GBP","ETF","LU","LSE"
"KRWL","AMUNDI MSCI KOREA-ETF A","KRWL","GBP","ETF","LU","LSE"
"KSTR","KRANESHARES ICBCCS INDEX USD","KSTR","USD","ETF","IE","LSE"
"L100","AMUNDI FTSE 100-ETF ACC","L100","GBP","ETF","LU","LSE"
"L6EW","OSSIAM STOXX EUR 600 ESG BME","L6EW","GBP","ETF","LU","LSE"
"LAGR","WT AGRICULTURE 2X DLY LVRGD","LAGR","USD","ETF","JE","LSE"
"LALU","WT ALUMINIUM 2X DLY LVRGD","LALU","USD","ETF","JE","LSE"
"LAUU","AM AUS S&amp;P/ASX 200-ETF DIST","LAUU","USD","ETF","LU","LSE"
"LBRT","WT BRENT CRUDE 2X DLY LVRGD","LBRT","USD","ETF","JE","LSE"
"LBUL","WT GOLD 2X DAILY LEVERAGED","LBUL","USD","ETF","JE","LSE"
"LCAL","AM MSCI EMERG ASIA II-ETF A","LCAL","GBP","ETF","LU","LSE"
"LCAS","AM MSCI EMERG ASIA II-ETF A","LCAS","USD","ETF","LU","LSE"
"LCCN","AMUNDI MSCI CHINA-ETF ACC","LCCN","USD","ETF","LU","LSE"
"LCFE","WT COFFEE 2X DAILY LEVERAGED","LCFE","USD","ETF","JE","LSE"
"LCJD","AMUNDI MSCI JAPAN-ACC","LCJD","USD","ETF","LU","LSE"
"LCJG","AMUNDI MSCI JAPAN-GBPHACC","LCJG","GBP","ETF","LU","LSE"
"LCJP","AMUNDI MSCI JAPAN-ACC","LCJP","GBP","ETF","LU","LSE"
"LCNY","WT LONG CNY SHORT USD","LCNY","USD","ETF","JE","LSE"
"LCOC","WT COCOA 2X DAILY LEVERAGED","LCOC","USD","ETF","JE","LSE"
"LCOP","WT COPPER 2X DAILY LEVERAGED","LCOP","USD","ETF","JE","LSE"
"LCOR","WT CORN 2X DAILY LEVERAGED","LCOR","USD","ETF","JE","LSE"
"LCPE","OSSIAM SHLR BCLY CAPE ERP SV","LCPE","GBP","ETF","LU","LSE"
