SYMBOL,DESCRIPTION,IBKR-SYMBOL,CURRENCY,PRODUCT,REGION,EXCHANGE
NV3S,-3X NVIDIA,NV3S,USD,ETF,IE,LSEETF
NVD2,LEVERAGE SHARES 2X NVIDIA,NVD2,USD,ETF,IE,LSEETF
NVD3,LEVERAGE SHARES 3X NVIDIA,NVD3,USD,ETF,IE,LSEETF
OILU,UBS ETC CMCI WTI USD,OILU,USD,ETF,CH,LSE
PAEM,IVZ MSCI EM ESG PARIS ALIGND,PAEM,USD,ETF,IE,LSEETF
PAJP,IVZ MSCI JAPAN ESG PARIS ACC,PAJP,USD,ETF,IE,LSEETF
PAVU,GX US INFRA DEVELP UCITS,PAVU,USD,ETF,IE,LSEETF
PAWD,IVZ MSCI WORLD ESG PARIS ACC,PAWD,USD,ETF,IE,LSEETF
PCOM,WT BROAD COMDTY UCITS USD A,PCOM,USD,ETF,IE,LSEETF
PEMD,INVESCO EM USD BOND,PEMD,USD,ETF,IE,LSEETF
PHAG,WT PHYSICAL SILVER,PHAG,USD,ETF,JE,LSE
PRWU,AMUNDI PRIME GLOBAL UCITS C,PRWU,USD,ETF,LU,LSE
QQL3,3X US TECH 100,QQL3,USD,ETF,IE,LSEETF
QQQ3,WT NASDAQ 100 3X DLY LVRGD,QQQ3,USD,ETF,IE,LSEETF
QQQ5,LS 5X LONG QQQ,QQQ5,USD,ETF,IE,LSEETF
RAC3,3X LONG FERRARI (RACE),RAC3,USD,ETF,IE,LSEETF
RIAP,L&G APAC ESG PAB ETF,RIAP,USD,ETF,IE,LSEETF
RIJP,L&G JAPAN ESG PAB ETF,RIJP,USD,ETF,IE,LSEETF
RNRG,GX RNW ENER P UCITS ETF USDA,RNRG,USD,ETF,IE,LSEETF
ROBO,L&G ROBO GLOBAL ROBOTICS&AUT,ROBO,USD,ETF,IE,LSEETF
SDG9,X MSCI SDG 9 INDUSTRY 1C,SDG9,USD,ETF,IE,LSEETF
SDIA,ISHARES USD SHORT DUR USD A,SDIA,USD,ETF,IE,LSEETF
SGBS,WT PHYSICAL SWISS GOLD,SGBS,USD,ETF,JE,LSE
SGS,LEVERAGE SHARES -1X SHORT GO,SGS,USD,ETF,IE,LSEETF
SILV,GLOBAL X SILVER MINERS UCITS,SILV,USD,ETF,IE,LSEETF
SIME,WT INDUS METALS 1X DLY SHORT,SIME,USD,ETF,JE,LSE
SIUS,UBS ETC ON CMCI SILVER USD,SIUS,USD,ETF,CH,LSE
SJHY,SPDR BLOOMBERG SASB U.S. HIG,SJHY,USD,ETF,IE,LSEETF
SJPY,WT SHORT JPY LONG USD,SJPY,USD,ETF,JE,LSE
SMCI,LEVERAGE SHARES 2X LONG SUPE,SMCI,USD,ETF,IE,LSEETF
SMRU,AMUN IDX EQY GBL MS AL STF B,SMRU,USD,ETF,LU,LSE
SMTC,LYXOR SMART OVERNIGHT RETURN,SMTC,USD,ETF,LU,LSE
SNIK,WT NICKEL 1X DAILY SHORT,SNIK,USD,ETF,JE,LSE
SNIO,LS -3X SHORT NIO,SNIO,USD,ETF,IE,LSEETF
SOYO,WT SOYBEAN OIL,SOYO,USD,ETF,JE,LSE
SPAL,INVESCO PHYSICAL PALLADIUM,SPAL,USD,ETF,IE,LSEETF
SPED,IVZ SP 500 EQUAL WEIGHT DIST,SPED,USD,ETF,IE,LSEETF
SPLW,INVESCO SP 500 LOW VOL UCITS,SPLW,USD,ETF,IE,LSEETF
SPMD,ISF EDGE S&P500 MINVOL USD-D,SPMD,USD,ETF,IE,LSEETF
SPMV,ISHARES EDGE S&P500 MIN VOL,SPMV,USD,ETF,IE,LSEETF
SPPT,INVESCO PHYSICAL PLATINUM,SPPT,USD,ETF,IE,LSEETF
SPXS,INVESCO S&P 500 ACC,SPXS,USD,ETF,IE,LSEETF
SPY5,SPDR S&P 500 UCITS ETF DIST,SPY5,USD,ETF,IE,LSEETF
SQ3,LEVERAGE SHARES 3X SQUARE ET,SQ3,USD,ETF,IE,LSEETF
SSIL,WT SILVER 1X DAILY SHORT,SSIL,USD,ETF,JE,LSE
SSLV,INVESCO PHYSICAL SILVER ETC,SSLV,USD,ETF,IE,LSEETF
STHY,PIMCO SHRT HIYI CORP-USD INC,STHY,USD,ETF,IE,LSEETF
SUEC,SPDR BG 0-3Y EU C BD USD-H D,SUEC,USD,ETF,IE,LSEETF
SXLK,SPDR S&P US TECH SELECT,SXLK,USD,ETF,IE,LSEETF
SXLU,SPDR S&P US UTILITIES SELECT,SXLU,USD,ETF,IE,LSEETF
TAIS,-3X TAIWAN,TAIS,USD,ETF,IE,LSEETF
THMZ,L&G GLOBAL THEMATIC ETF,THMZ,USD,ETF,IE,LSEETF
TIGR,L&G INDIA INR GOV BOND UCITS,TIGR,USD,ETF,IE,LSEETF
TIP5,ISHARES USD TIPS 0-5,TIP5,USD,ETF,IE,LSEETF
TIPA,LYXOR CORE US TIPS DR,TIPA,USD,ETF,LU,LSE
TL5S,-5X SHORT 20+ YR TREASURY,TL5S,USD,ETF,IE,LSEETF
TLT5,5X LONG 20+ YR TREASURY,TLT5,USD,ETF,IE,LSEETF
TNOW,AM MSCI WORLD IT-ETF USD ACC,TNOW,USD,ETF,LU,LSE
TR3A,INVESCO US TRES 1-3 YR ACC,TR3A,USD,ETF,IE,LSEETF
TREI,INVESCO US TRES 0-1 YR DIST,TREI,USD,ETF,IE,LSEETF
TRSY,SPDR BBG US TREASURY,TRSY,USD,ETF,IE,LSEETF
TSL2,LEVERAGESHARES 2X TESLA ETP,TSL2,USD,ETF,IE,LSEETF
TSL3,LEVERAGE SHARES 3X TESLA ETP,TSL3,USD,ETF,IE,LSEETF
TSLS,LEVERAGESHARES -1X TESLA ETP,TSLS,USD,ETF,IE,LSEETF
TSWE,VANECK SUST WLD EQ WT ETF,TSWE,USD,ETF,NL,LSE
UBRS,LEVERAGE SHARES -1X UBER,UBRS,USD,ETF,IE,LSEETF
UC86,UBS ETF B. US LIQ. CORP. 1-5,UC86,USD,ETF,LU,LSE
UDVD,SPDR US DIV ARISTOCRATS,UDVD,USD,ETF,IE,LSEETF
UHYD,INVESCO USD HY CORP BOND ESG,UHYD,USD,ETF,IE,LSEETF
UNIC,LYXOR MSCI DISR TECH ESG,UNIC,USD,ETF,LU,LSE
US13,AMUNDI US TREASURY BOND 1-3Y,US13,USD,ETF,LU,LSE
USAG,SPDR BBG US AGGREGATE,USAG,USD,ETF,IE,LSEETF
USCR,SPDR BLOOMBERG SASB US CORP,USCR,USD,ETF,IE,LSEETF
USSC,SPDR USA S/C VALUE,USSC,USD,ETF,IE,LSEETF
V3AL,VANG ESG GLB ALL CAP DIST,V3AL,USD,ETF,IE,LSEETF
V3NL,VANG ESG FTSE NA DIST,V3NL,USD,ETF,IE,LSEETF
V3SU,VANG ESG USD CB ETF DIST,V3SU,USD,ETF,IE,LSEETF
VDCA,VAND USDCP1-3 USDA,VDCA,USD,ETF,IE,LSEETF
VDEA,VANG USDEMGVB USDA,VDEA,USD,ETF,IE,LSEETF
VDTA,VANGU USDTRBD USDA,VDTA,USD,ETF,IE,LSEETF
VDTY,VANGU USDTRBD USDD,VDTY,USD,ETF,IE,LSEETF
VFEA,VANG FTSE EM USDA,VFEA,USD,ETF,IE,LSEETF
VIS2,LEVERAGE SHARES 2X VISA,VIS2,USD,ETF,IE,LSEETF
VIXL,WT S&P500VIX SHFUT 2.25DLYLV,VIXL,USD,ETF,IE,LSEETF
VPN,GX DATA CENTR REIT UCITSAUSD,VPN,USD,ETF,IE,LSEETF
VRPS,INVESCO VAR RATE PREF SHRS,VRPS,USD,ETF,IE,LSEETF
WCBR,WT CYBERSECURITY-USD ACC,WCBR,USD,ETF,IE,LSEETF
WCCA,WISDOMTREE CALIFORNIA CARBON,WCCA,USD,ETF,JE,LSE
WCOS,SPDR WORLD CON STAPLES,WCOS,USD,ETF,IE,LSEETF
WIAU,ISH FLN ANGL HY CORP USD ACC,WIAU,USD,ETF,IE,LSEETF
WING,ISHARES FALLEN ANGEL HY CORP,WING,USD,ETF,IE,LSEETF
WNDE,INVESCO WIND ENERGY UCITS AC,WNDE,USD,ETF,IE,LSEETF
WNRG,SPDR WORLD ENERGY,WNRG,USD,ETF,IE,LSEETF
WQDV,ISH MSCI WLD QLY DIV-USD DIS,WQDV,USD,ETF,IE,LSEETF
WRRN,LS LS BERK TRACKER,WRRN,USD,ETF,IE,LSEETF
WSML,ISHARES MSCI WLD SMALL CAP,WSML,USD,ETF,IE,LSEETF
WVAL,SPDR MSCI WORLD VALUE UCITS,WVAL,USD,ETF,IE,LSEETF
WXAG,WT ENHANCED COMM XAG USD ACC,WXAG,USD,ETF,IE,LSEETF
XBI0,X WORLD BIODIV FOCUS SRI 1C,XBI0,USD,ETF,IE,LSEETF
XBUZ,X USA BIODIV FOCUS SRI 1C,XBUZ,USD,ETF,IE,LSEETF
XCJU,X MSCI JAPAN CLMATE TRANS 1D,XCJU,USD,ETF,IE,LSEETF
XCOU,AM GL AG GB 1-10Y-ETF USD HA,XCOU,USD,ETF,LU,LSE
XCS4,X MSCI THAILAND 1C,XCS4,USD,ETF,LU,LSEETF
XCS6,X MSCI CHINA 1C,XCS6,USD,ETF,LU,LSEETF
XCUD,X MSCI USA CLMATE TRANS 1D,XCUD,USD,ETF,IE,LSEETF
XDEU,X S&P 500 EW 2D,XDEU,USD,ETF,IE,LSEETF
XDGI,X MSCI SDGS 1C,XDGI,USD,ETF,IE,LSEETF
XDPU,X S&P500 4C,XDPU,USD,ETF,IE,LSEETF
XDWS,X MSCI WORLD CONSUMER STAPL,XDWS,USD,ETF,IE,LSEETF
XDWU,X MSCI WORLD UTILITIES 1C,XDWU,USD,ETF,IE,LSEETF
XDWY,X MSCI WORLD ESG SCRND 1D,XDWY,USD,ETF,IE,LSEETF
XEML,X JPM EM LOCAL GOV BOND 1D,XEML,USD,ETF,LU,LSEETF
XEPA,X EUROPE NET ZERO PAB 1C,XEPA,USD,ETF,IE,LSEETF
XFFE,X USD OVERNIGHT RATE SWAP 1C,XFFE,USD,ETF,LU,LSEETF
XFNT,X MSCI FINTECH INNOVATION 1C,XFNT,USD,ETF,IE,LSEETF
XGGB,X GLOBAL GOV BOND 5C,XGGB,USD,ETF,LU,LSEETF
XGLD,XTRACKER GOLD ETC,XGLD,USD,ETF,JE,LSE
XIGB,X INDIA GOV BOND 1C,XIGB,USD,ETF,IE,LSEETF
XLCS,INVESCO US COMMUNICATION S&P,XLCS,USD,ETF,IE,LSEETF
XLGS,LS -3X OIL & GAS,XLGS,USD,ETF,IE,LSEETF
XLKS,INVESCO US TECHNOLOGY S&P,XLKS,USD,ETF,IE,LSEETF
XLPS,INVESCO US CONS STAP S&P SEC,XLPS,USD,ETF,IE,LSEETF
XMAD,X MSCI EM ASIA ESG SCRND ETF,XMAD,USD,ETF,LU,LSEETF
XMAF,X MSCI AFRICA TOP 50 SWAP 1C,XMAF,USD,ETF,LU,LSEETF
XMCM,X MSCI EM SWAP ETF 1D,XMCM,USD,ETF,LU,LSEETF
XMUD,X MSCI USA SWAP 1C,XMUD,USD,ETF,LU,LSEETF
XMVU,X MSCI USA MIN VOL 1D,XMVU,USD,ETF,IE,LSEETF
XMWD,X WORLD SWAP 1C,XMWD,USD,ETF,LU,LSEETF
XNAS,X NASDAQ 100 1C,XNAS,USD,ETF,IE,LSEETF
XRH0,XTRACKER RHODIUM ETC,XRH0,USD,ETF,JE,LSE
XRMU,X MSCI USA ESG SCRND UCITS,XRMU,USD,ETF,IE,LSEETF
XSPD,X S&P 500 INV DLY SWAP 1C,XSPD,USD,ETF,LU,LSEETF
XSXD,X S&P500 SWAP 1D,XSXD,USD,ETF,LU,LSEETF
XT0D,X US TREAS ULTRASHORT 1C,XT0D,USD,ETF,IE,LSEETF
XU10,X US TREAS 7-10 1D,XU10,USD,ETF,LU,LSEETF
XUHC,X MSCI USA HEALTH CARE 1D,XUHC,USD,ETF,IE,LSEETF
XUHY,X USD HIGH YIELD BOND,XUHY,USD,ETF,IE,LSEETF
XUST,X US TREASURIES 1C,XUST,USD,ETF,LU,LSEETF
XUTC,X MSCI USA INFORMATION TECH,XUTC,USD,ETF,IE,LSEETF
XWEQ,X MSCI WORLD QUALITY ESG 1C,XWEQ,USD,ETF,IE,LSEETF
XWEV,X MSCI WORLD VALUE ESG 1C,XWEV,USD,ETF,IE,LSEETF
XZBD,X USD CORP SRI PAB 1C,XZBD,USD,ETF,IE,LSEETF
XZDW,X MSCI WLD HDY ESG 1D,XZDW,USD,ETF,IE,LSEETF
XZEW,X S&P 500 EW ESG 1C,XZEW,USD,ETF,IE,LSEETF
XZMJ,X MSCI JAPAN ESG 1C,XZMJ,USD,ETF,IE,LSEETF
ZINC,WT ZINC,ZINC,USD,ETF,JE,LSE
1BRN,BRENT OIL ETC,1BRN,USD,ETF,IE,LSEETF
1TSL,LS 1X TSLA,1TSL,USD,ETF,IE,LSEETF
2AAP.OLD,LEVERAGE SHARES 2X APPLE,2AAP.OLD,nan,ETF,IE,LSEETF
2MSF.OLD,LEVERAGE SHARES 2X MICROSOFT,2MSF.OLD,nan,ETF,IE,LSEETF
2NVD.OLD,LEVERAGE SHARES 2X NVIDIA,2NVD.OLD,nan,ETF,IE,LSEETF
2SZM,GRANITESHARES 2X SHORT ZM,2SZM,USD,ETF,IE,LSEETF
3BRL,WT BRENT CRUDE 3X DAILY LVRG,3BRL,USD,ETF,IE,LSEETF
3NVD.OLD,LEVERAGE SHARES 3X NVIDIA,3NVD.OLD,nan,ETF,IE,LSEETF
3NVE.OLD,LEVERAGE SHARES 3X NVIDIA,3NVE.OLD,nan,ETF,IE,LSEETF
3OIS.OLD,WT WTI CRUDE 3X DLY SHORT,3OIS.OLD,nan,ETF,IE,LSE
3SFB,GRANITESHARES 3X SHORT FB,3SFB,USD,ETF,IE,LSEETF
3SNF,GRANITESHARES 3X SHORT NFLX,3SNF,USD,ETF,IE,LSEETF
3SOI.OLD,WT WTI CRUDE 3X DLY SHORT,3SOI.OLD,nan,ETF,IE,LSE
AAP2.OLD,LEVERAGE SHARES 2X APPLE,AAP2.OLD,nan,ETF,IE,LSEETF
AAP3,LEVERAGE SHARES 3X APPLE,AAP3,USD,ETF,IE,LSEETF
AAPE.OLD,LEVERAGE SHARES 2X APPLE,AAPE.OLD,nan,ETF,IE,LSEETF
ABN3,3X ABNB,ABN3,USD,ETF,IE,LSEETF
AGGG,ISHARES CORE GLB AGG BOND,AGGG,USD,ETF,IE,LSEETF
AGRU,UBS ETC CMCI AGRICULTURE USD,AGRU,USD,ETF,CH,LSE
AIAI,L&G ARTIFICIAL INTELLIGENCE,AIAI,USD,ETF,IE,LSEETF
AIGI,WT INDUSTRIAL METALS,AIGI,USD,ETF,JE,LSE
AIGL,WT LIVESTOCK,AIGL,USD,ETF,JE,LSE
AMAL,SATURNA AL-KAWTHAR GLB FOCUS,AMAL,USD,ETF,IE,LSEETF
AMZ2,LEVERAGE SHARES 2X AMAZON,AMZ2,USD,ETF,IE,LSEETF
ARKG,ARK GENOMIC REV UCITS ETF,ARKG,USD,ETF,IE,LSE
ARKI,ARK ARTFCL INTLLGEN & RBOTIC,ARKI,USD,ETF,IE,LSE
BBTR,JPM BETA US TRE BD UCITS ETF,BBTR,USD,ETF,IE,LSEETF
BCCU,UBS ETF BBG COMM CMCI USD,BCCU,USD,ETF,IE,LSE
BENE,WT ENERGY ENHANCED,BENE,USD,ETF,IE,LSEETF
BS29,IVZ BULLETSHARES 2029 USD D,BS29,USD,ETF,IE,LSEETF
CBIO,GX CHINABIOTECH UCITS ACC,CBIO,USD,ETF,IE,LSEETF
CMOC,IVZ BBG CMOD CARB TILT,CMOC,USD,ETF,IE,LSEETF
COMF,L&G LONG DATED ALL COMMOD,COMF,USD,ETF,IE,LSEETF
COPA,WT COPPER,COPA,USD,ETF,JE,LSE
CSWU,AMUNDI ETF MSCI SWITZERLAND,CSWU,USD,ETF,LU,LSE
CYBR,RIZE CYBERSECURITY UCITS ETF,CYBR,USD,ETF,IE,LSE
DAX3,3X GERMANY 40,DAX3,USD,ETF,IE,LSEETF
DGSD,WT EMERG MARKET SMALLCAP DVD,DGSD,USD,ETF,IE,LSEETF
DHSA,WISDOMTREE US EQ INC ACC,DHSA,USD,ETF,IE,LSEETF
DIGE,AMUNDI MSCI DIGITAL ECONOMY,DIGE,USD,ETF,LU,LSE
DRVE,GX AUTO ELECTVEHIC UCITS,DRVE,USD,ETF,IE,LSEETF
EMCV,FRK CATH PRINCPL EM DEBT ETF,EMCV,USD,ETF,IE,LSEETF
EMD5,L&G ESG EMG 0-5 B ETF USD-D,EMD5,USD,ETF,IE,LSEETF
EMHD,INVESCO FTSE EM H DIV LW VOL,EMHD,USD,ETF,IE,LSEETF
ENCO,L&G ENHANCED COMM UCITS ETF,ENCO,USD,ETF,IE,LSEETF
ESGW,IVZ MSCI WORLD ESG UCITS ETF,ESGW,USD,ETF,IE,LSEETF
FAIG,WT BROAD COMMOD LONGER DATED,FAIG,USD,ETF,JE,LSE
FDHT,FIDELITY DIGITAL HEALTH ACC,FDHT,USD,ETF,IE,LSEETF
FEMI,FIDELITY EM QUAL INCOME-ACC,FEMI,USD,ETF,IE,LSEETF
FIDE,FRK MSCI WORLD CATH PRIN ETF,FIDE,USD,ETF,IE,LSEETF
FLOA,ISH USD FLOAT BOND USD ACC,FLOA,USD,ETF,IE,LSEETF
FMVR,FIDELITY METAVERSE ACC,FMVR,USD,ETF,IE,LSEETF
FSEM,FIDELITY SUS USD EM BD - INC,FSEM,USD,ETF,IE,LSEETF
FTCS,FIRST TRUST CAPITAL STRENGTH,FTCS,USD,ETF,IE,LSEETF
FTFX,FIRST TRUST FACTORFX ETF,FTFX,USD,ETF,IE,LSEETF
FUSD,FIDELITY US QUAL INCOME-INC,FUSD,USD,ETF,IE,LSEETF
GCLE,IVZ GLOBAL CLEAN ENERGY ACC,GCLE,USD,ETF,IE,LSEETF
GFA,VANECK GL FALLEN ANGL HY ETF,GFA,USD,ETF,IE,LSEETF
GLAD,SPDR BBG GLAG USD HDG,GLAD,USD,ETF,IE,LSEETF
GLD3,3X LONG GOLD,GLD3,USD,ETF,IE,LSEETF
GLDV,SPDR GLOBAL DIV ARISTOCRATS,GLDV,USD,ETF,IE,LSEETF
GPT3,LEVERAGE SHARES 3X LONG ARTI,GPT3,USD,ETF,IE,LSEETF
HCHA,HSBC MSCI CN ETF USD ACC,HCHA,USD,ETF,IE,LSEETF
HDBA,HSBC ICAV SUS DEV BK BND ETF,HDBA,USD,ETF,IE,LSEETF
HEMA,HSBC MSCI EM ETF USD ACC,HEMA,USD,ETF,IE,LSEETF
HGVU,HSBC ICAV GL GOV BND ETF,HGVU,USD,ETF,IE,LSEETF
HIJP,HSBC MSCI JP ISL ESG USD ACC,HIJP,USD,ETF,IE,LSEETF
HITD,HSBC S&P INDIA TECH EUR ACC,HITD,USD,ETF,IE,LSEETF
HSED,HSBC EU SU EQ ETF EUR DIST,HSED,USD,ETF,IE,LSEETF
HUKD,HSBC UK SUS EQ ETF GBP DIS,HUKD,USD,ETF,IE,LSEETF
HYGU,ISHARES EUR HY CORP USD-H A,HYGU,USD,ETF,IE,LSEETF
HYUS,ISH BROAD USD HY CORP USD D,HYUS,USD,ETF,IE,LSEETF
ICBU,ISHARES INTRMD CREDIT BOND,ICBU,USD,ETF,IE,LSEETF
ICOM,ISH DIVERS COMMOD SWAP ETF,ICOM,USD,ETF,IE,LSEETF
IEDY,ISHARES EM DIVIDEND,IEDY,USD,ETF,IE,LSEETF
IEMB,ISHARES JPM USD EM BND USD D,IEMB,USD,ETF,IE,LSEETF
INFU,AM US INFLN EXP 10Y-ETF ACC,INFU,USD,ETF,LU,LSE
IPLT,ISHARES PHYSICAL PLATINUM,IPLT,USD,ETF,IE,LSEETF
ISAC,ISHARES MSCI ACWI,ISAC,USD,ETF,IE,LSEETF
IUMO,ISHARES EDGE MSCI USA MMNTM,IUMO,USD,ETF,IE,LSEETF
JCCT,JPM CARBON TRANSITION CHINA,JCCT,USD,ETF,IE,LSEETF
JGRN,JPM GREEN SOC SUS BD ETFUSDA,JGRN,USD,ETF,IE,LSEETF
JPM2,LEVERAGE SHARES 2X JPMORGAN,JPM2,USD,ETF,IE,LSEETF
JUSE,JPM ACTIVE US EQ UCITS ETF,JUSE,USD,ETF,IE,LSEETF
KARS,KRANESHR KARS UCITS ETF USD,KARS,USD,ETF,IE,LSEETF
LAGR,WT AGRICULTURE 2X DLY LVRGD,LAGR,USD,ETF,JE,LSE
LALU,WT ALUMINIUM 2X DLY LVRGD,LALU,USD,ETF,JE,LSE
LAUU,AM AUS S&P/ASX 200-ETF DIST,LAUU,USD,ETF,LU,LSE
LCAS,AM MSCI EMERG ASIA II-ETF A,LCAS,USD,ETF,LU,LSE
LDAP,L&G QUALITY DIV ESG APAC XJP,LDAP,USD,ETF,IE,LSEETF
LEMB,AMDI GLB EM BD MAR IBX INC,LEMB,USD,ETF,LU,LSE
LGAP,L&G ASIA PACIFIC EX JAPAN EQ,LGAP,USD,ETF,IE,LSEETF
LSIL,WT SILVER 2X DAILY LEVERAGED,LSIL,USD,ETF,JE,LSE
MBG3,3X MERCEDES,MBG3,USD,ETF,IE,LSEETF
MCHT,IVZ MSCI CHINA TECH ALL SHS,MCHT,USD,ETF,IE,LSEETF
MEXS,FINAMEX S&P BMV INTL SVN5-10,MEXS,USD,ETF,IE,LSEETF
